"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"169","WBGene00003888","R07G3.6","Extracellular material","Extracellular material: secreted protein","Extracellular material: secreted protein","osm-8 is involved in response to osmotic stress\; localizes to the extracellular space\; is expressed in the hyp7 syncytium."
"170","WBGene00003915","M88.6","Development","Development: somatic","Development: somatic","pan-1 is an ortholog of human SLITRK4, SLITRK5, and LINGO1 (leucine rich repeat and Ig domain containing 1)\; exhibits DEAD\/H-box RNA helicase binding activity\; is involved in germ cell development and molting cycle\; localizes to the P granule and plasma membrane\; is expressed in several tissues, including the alimentary system, the epithelial system, the head, and the reproductive system."
"171","WBGene00003968","T14F9.4","Transcription factor","Transcription factor: ZF","Transcription factor: ZF","peb-1 exhibits RNA polymerase II distal enhancer sequence-specific DNA binding activity\; is involved in several processes, including animal organ development, hindgut morphogenesis, and positive regulation of growth rate\; localizes to the nucleus\; is expressed in several tissues, including the alimentary system, the epithelial system, the head, the reproductive system, and the tail."
"172","WBGene00004004","C54D1.1","Transmembrane transport","Transmembrane transport: ABC","Transmembrane transport: ABC","pgp-10 is an ortholog of human ABCB9 (ATP binding cassette subfamily B member 9), ABCB11 (ATP binding cassette subfamily B member 11), and ABCB5 (ATP binding cassette subfamily B member 5)\; is predicted to have ATP binding activity and ATPase activity, coupled to transmembrane movement of substances\; is expressed in the hypodermis and the intestine\; human orthologs of this gene are implicated in inflammatory bowel disease 13 and intrahepatic cholestasis (multiple)."
"173","WBGene00004023","T16D1.2","Lysosome","Lysosome: acid phosphatase","Lysosome: acid phosphatase","pho-4 is an ortholog of human ACP2 (acid phosphatase 2, lysosomal), ACP4 (acid phosphatase 4), and ACPP (acid phosphatase, prostate)\; human ACPP exhibits phosphatase activity and protein homodimerization activity."
"174","WBGene00004106","C24A8.3","Unassigned","Unassigned","Unassigned: prion domain","pqn-15 is predicted to have ATP binding activity and histone binding activity."
"175","WBGene00004134","F59B10.1","Transcription factor","Transcription factor: unassigned","Transcription factor: unassigned","myrf-1 is an ortholog of human MYRF and MYRFL\; is predicted to have DNA binding activity, DNA-binding activity transcription factor activity, and peptidase activity\; is involved in ecdysis, collagen and cuticulin-based cuticle and nematode larval development\; localizes to the basal part of cell and endoplasmic reticulum\; is expressed in several tissues, including the alimentary system, the epithelial system, the muscular system, the nervous system, and the reproductive system."
"176","WBGene00004140","R09E10.7","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: unassigned","ebax-1 is an ortholog of human ZSWIM8 (zinc finger SWIM-type containing 8)\; exhibits Hsp90 protein binding activity, misfolded protein binding activity, and signaling receptor binding activity\; is involved in several processes, including positive regulation of locomotion, positive regulation of oviposition, and regulation of axon guidance\; localizes to several cellular components, including the Cul2-RING ubiquitin ligase complex, axon, and cytosol\; is expressed in several tissues, including the excretory cell, the nervous system, and the reproductive system."
"177","WBGene00004173","ZC15.8","Unassigned","Unassigned","Unassigned: prion domain","pqn-94 is enriched in the pharyngeal muscle cell based on tiling array studies\; is affected by several genes including daf-2, glp-1, and skn-1 based on microarray and RNA-seq studies\; is affected by ten chemicals including Rotenone, Tunicamycin, and D-glucose based on RNA-seq and microarray studies."
"178","WBGene00004222","F44F4.4","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","ptr-8 is an ortholog of human PTCHD1 and PTCHD4\; is involved in molting cycle\; is expressed in the hypodermis and the rectum."
"179","WBGene00004224","F55F8.1","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","ptr-10 is an ortholog of human PTCHD1 and PTCHD4\; is involved in molting cycle\; is expressed in the interfacial epithelial cell, the nervous system, and the sensillum."
"180","WBGene00004227","K07C10.1","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","ptr-13 is an ortholog of human PTCHD1 and PTCHD4\; is involved in molting cycle."
"181","WBGene00004257","K09C8.5","Metabolism","Metabolism: unassigned","Metabolism: unassigned","pxn-2 is an ortholog of human PXDN (peroxidasin) and PXDNL (peroxidasin like)\; is predicted to have heme binding activity and peroxidase activity\; is involved in several processes, including basement membrane organization, embryonic body morphogenesis, and generation of neurons\; localizes to the basement membrane\; is expressed in the PVQL, the PVQR, the hypodermis, and the vulval muscle."
"182","WBGene00004264","T05C12.10","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","qua-1 is predicted to have peptidase activity\; is involved in molting cycle and nematode larval development\; localizes to the collagen and cuticulin-based cuticle extracellular matrix\; is expressed in several tissues, including the alimentary system, the epithelial system, the muscular system, the reproductive system, and the ventral cord blast cell."
"183","WBGene00004395","C16D9.2","Extracellular material","Extracellular material: PGI","Extracellular material: PGI","rol-3 is an ortholog of human CSK (C-terminal Src kinase), MATK (megakaryocyte-associated tyrosine kinase), and ROS1 (ROS proto-oncogene 1, receptor tyrosine kinase)\; is predicted to have ATP binding activity and protein kinase activity\; is involved in embryo development and locomotion\; localizes to the cell leading edge and cell periphery\; is expressed in several tissues, including the epithelial system, the head, the muscular system, the nervous system, and the reproductive system."
"184","WBGene00004747","C25D7.3","Transcription: dosage compensation","Transcription: dosage compensation","Transcription: dosage compensation","sdc-3 exhibits sequence-specific DNA binding activity\; is involved in several processes, including mitotic sister chromatid segregation, regulation of gene expression, and sex determination\; localizes to the X chromosome and nucleus\; is expressed in the germ line."
"185","WBGene00004854","F40E10.4","Extracellular material","Extracellular material: matrix","Extracellular material: matrix","slt-1 is an ortholog of human SLIT1, SLIT2, and SLIT3\; exhibits signaling receptor binding activity\; is involved in several processes, including axon guidance, axon guidance, and generation of neurons\; is expressed in the epithelial system, the head, the muscular system, and the nervous system."
"186","WBGene00004857","R13F6.9","Signaling","Signaling: TGF beta","Signaling: TGF beta","sma-3 is an ortholog of human SMAD1 (SMAD 1)\; exhibits transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity\; is involved in several processes, including defense response to fungus, innate immune response, and positive regulation of developmental growth\; localizes to the cytoplasm and nucleus\; is expressed in several tissues, including the alimentary system, the epithelial system, the male, the somatic gonad, and the tail."
"187","WBGene00004860","C32D5.2","Signaling","Signaling: TGF beta","Signaling: TGF beta","sma-6 is an ortholog of human BMPR1A (bone morphogenetic protein receptor type 1A) and BMPR1B (bone morphogenetic protein receptor type 1B)\; exhibits BMP binding activity\; is involved in several processes, including dauer larval development, defense response to other organism, and positive regulation of macromolecule metabolic process\; is expressed in several tissues, including the alimentary system, the head, the hypodermis, and the tail\; human orthologs of this gene are implicated in brachydactyly type A2 and juvenile polyposis syndrome."
"188","WBGene00004902","T13B5.1","Transmembrane transport","Transmembrane transport: solute carrier","Transmembrane transport: solute carrier","snf-3 is an ortholog of human SLC6A11 (solute carrier family 6 member 11), SLC6A12 (solute carrier family 6 member 12), and SLC6A13 (solute carrier family 6 member 13)\; exhibits amino-acid betaine transmembrane transporter activity\; is involved in amino-acid betaine transport\; is expressed in several tissues, including the epithelial system, the excretory cell, the nervous system, and the vulval cell."
"189","WBGene00004924","T23H2.2","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: vesicle trafficking","snt-4 is an ortholog of human SYT11 (synaptotagmin 11) and SYT4 (synaptotagmin 4)\; is expressed in the head, the intestine, and the nervous system\; human SYT11 exhibits ubiquitin protein ligase binding activity."
"190","WBGene00004932","C08A9.1","Stress response","Stress response: oxidative","Stress response: oxidative","sod-3 is an ortholog of human Sod2\; exhibits protein homodimerization activity and superoxide dismutase activity\; is involved in removal of superoxide radicals\; localizes to the mitochondrial respiratory chain supercomplex\; is expressed in several tissues, including the alimentary system, the head, the tail, and the vulva."
"191","WBGene00004987","T08A9.12","Stress response","Stress response: pathogen","Stress response: pathogen: saposin ","spp-2 is involved in defense response to Gram-positive bacterium."
"192","WBGene00005131","F13G3.2","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srd","srd-53 is affected by several genes including alg-1, ain-1, and drh-3 based on microarray and RNA-seq studies\; is affected by five chemicals including D-glucose, resveratrol, and Cry5B based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class d (Srd)."
"193","WBGene00006331","R10E4.2","Development","Development: sex determination","Development: sex determination","sup-26 is an ortholog of human RBMS1 (RNA binding motif single stranded interacting protein 1), RBMS2 (RNA binding motif single stranded interacting protein 2), and RBMS3 (RNA binding motif single stranded interacting protein 3)\; exhibits mRNA 3'-UTR binding activity\; is involved in negative regulation of translation\; localizes to the cytoplasm\; is expressed in several tissues including the gonad and the nervous system."
"194","WBGene00006366","C44H4.3","Extracellular material","Extracellular material: PGI","Extracellular material: PGI","sym-1 is an ortholog of human LRG1\; localizes to the extracellular space."
"195","WBGene00006367","ZK1067.6","mRNA functions","mRNA functions: binding","mRNA functions: binding: RBM","sym-2 is an ortholog of human ESRP1 (epithelial splicing regulatory protein 1) and ESRP2 (epithelial splicing regulatory protein 2)\; is predicted to have RNA binding activity\; is involved in embryo development, embryonic body morphogenesis, and multicellular organismal movement."
"196","WBGene00006404","C31C9.1","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","tag-10 localizes to the membrane raft\; is expressed in amphid neurons."
"197","WBGene00006424","F49E10.5","Transcription: unassigned","Transcription: unassigned","Transcription: unassigned","ctbp-1 is an ortholog of human CTBP1 and CTBP2\; is predicted to have several functions, including DNA binding activity, NAD binding activity, and metal ion binding activity\; localizes to the nucleus\; is expressed in the epithelial system, the head, and the nervous system\; human orthologs of this gene are implicated in Wolf-Hirschhorn syndrome."
"198","WBGene00006431","C02F12.4","Signaling","Signaling: small GTPase","Signaling: small GTPase: Rho/Rac","tag-52 is an ortholog of human ARHGEF39 (Rho guanine nucleotide exchange factor 39)\; is predicted to have Rho guanyl-nucleotide exchange factor activity\; is expressed in several tissues, including the nervous system, the pharynx, and the reproductive system."
"199","WBGene00006498","R13F6.4","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","ten-1 is an ortholog of human TENM2, TENM3, and TENM4\; is involved in several processes, including animal organ development, basement membrane assembly involved in embryonic body morphogenesis, and neuron development\; localizes to the nucleus and plasma membrane\; is expressed in several tissues, including the alimentary system, the epithelial system, the hyp7 precursor cell, the nervous system, and the reproductive system."
"200","WBGene00006517","E02H4.3","Signaling","Signaling: CDK-like","Signaling: CDK-like","madd-3 is an ortholog of human CLK1 (CDC like kinase 1), CLK3 (CDC like kinase 3), and CLK4 (CDC like kinase 4)\; is predicted to have ATP binding activity, protein serine\/threonine kinase activity, and protein tyrosine kinase activity\; is expressed in the anal depressor muscle, the anal sphincter muscle, the body wall musculature, and the vulval muscle."
"201","WBGene00006534","ZK899.4","Cytoskeleton","Cytoskeleton: microtubule","Cytoskeleton: microtubule: tubulin","tba-8 is an ortholog of human TUBA1A (tubulin alpha 1a) and TUBA4A (tubulin alpha 4a)\; is predicted to have GTP binding activity and GTPase activity\; is expressed in the germ line, the posterior lateral ganglion, the retrovesicular ganglion, the seam cell, and ventral cord neurons\; human orthologs of this gene are implicated in amyotrophic lateral sclerosis type 22 and lissencephaly."
"202","WBGene00006544","ZK328.8","Transcription factor","Transcription factor: T box","Transcription factor: T box","tbx-7 is an ortholog of human TBX2 (T-box 2) and TBX3 (T-box 3)\; is predicted to have transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding activity\; human orthologs of this gene are implicated in ulnar-mammary syndrome."
"203","WBGene00006584","F42E11.4","Muscle function","Muscle function","Muscle function","tni-1 is an ortholog of human TNNI1 (troponin I1, slow skeletal type), TNNI2 (troponin I2, fast skeletal type), and TNNI3\; exhibits troponin C binding activity\; is involved in backward locomotion\; localizes to the muscle thin filament tropomyosin\; is expressed in several tissues, including the male, the muscular system, the rectal muscle, and the reproductive system\; human orthologs of this gene are implicated in distal arthrogryposis and intrinsic cardiomyopathy (multiple)."
"204","WBGene00006592","R151.5","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-31 is predicted to have metalloendopeptidase activity and zinc ion binding activity\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle\; is expressed in several tissues, including the ABalppaaa, the ABalppaap, the ABaraapppa, the epithelial system, and the midbody."
"205","WBGene00006602","ZK54.2","Metabolism","Metabolism: carbohydrate","Metabolism: carbohydrate","tps-1 is predicted to have alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity\; is expressed in several tissues, including the intestine, the muscular system, the nervous system, and the reproductive system."
"206","WBGene00006622","F31D4.6","Proteolysis general","Proteolysis general: serine","Proteolysis general: serine","try-4 is predicted to have serine-type endopeptidase activity."
"207","WBGene00006634","F33C8.3","Extracellular material","Extracellular material: PGI","Extracellular material: PGI","tsp-8 is an ortholog of human CD81 (CD81 molecule), CD9 (CD9 molecule), and TSPAN2 (tetraspanin 2)\; is expressed in the body wall musculature\; human CD81 exhibits integrin binding activity, transferrin receptor binding activity, and virus receptor activity."
"208","WBGene00006635","C25G6.2","Extracellular material","Extracellular material: matrix","Extracellular material: matrix","tsp-9 is an ortholog of human TSPAN8\; human orthologs of this gene are implicated in common variable immunodeficiency\; is predicted to encode a protein with the following domains: Tetraspanin, Tetraspanin, EC2 domain superfamily, and Tetraspanin\/Peripherin."
"209","WBGene00006643","C02F12.1","Extracellular material","Extracellular material: PGI","Extracellular material: PGI","tsp-17 is an ortholog of human TSPAN17 (tetraspanin 17)\; exhibits D2 dopamine receptor binding activity\; localizes to several cellular components, including the neuron projection, perinuclear region of cytoplasm, and plasma membrane\; is expressed in several tissues, including the muscular system, the nervous system, and the reproductive system\; is used to study neurodegenerative disease."
"210","WBGene00006650","F09E10.11","Non-coding RNA","Non-coding RNA: ncRNA","Non-coding RNA: ncRNA","tts-1 is enriched in the muscle cell based on RNA-seq and microarray studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray and RNA-seq studies\; is affected by fifteen chemicals including Ethanol, Nitric Oxide, and methylmercury hydroxide based on RNA-seq and microarray studies."
"211","WBGene00006685","W06D12.5","Transmembrane transport","Transmembrane transport: potassium channel","Transmembrane transport: potassium channel","twk-33 is predicted to have potassium channel activity."
"212","WBGene00006760","H14N18.1","Chaperone","Chaperone: unassigned","Chaperone: unassigned","unc-23 is an ortholog of human BAG2 (BCL2 associated athanogene 2)\; exhibits heat shock protein binding activity\; is involved in muscle attachment\; localizes to the M band, nucleolus, and striated muscle dense body\; is expressed in several tissues, including the H cell, the alimentary system, the excretory canal, the muscular system, and the nervous system."
"213","WBGene00006831","C52E12.2","Cytoskeleton","Cytoskeleton: motor protein","Cytoskeleton: motor protein: kinesin","unc-104 is an ortholog of human KIF1A (kinesin 1A) and KIF1B (kinesin 1B)\; exhibits ATP-dependent microtubule motor activity, plus-end-directed, cytoskeletal protein binding activity, and phosphatidylinositol phosphate binding activity\; is involved in several processes, including chemical synaptic transmission, nervous system development, and regulation of intracellular transport\; localizes to several cellular components, including the neuron projection, neuronal cell body, and presynapse\; is expressed in the amphid sensillum, the head, and the nervous system\; human orthologs of this gene are implicated in Charcot-Marie-Tooth disease type 2A1, phaeochromocytoma, and spastic ataxia 2."
"214","WBGene00006852","C53D6.2","Signaling","Signaling: TGF beta","Signaling: TGF beta","unc-129 is an ortholog of human BMP4, BMP10, and GDF2 (growth differentiation factor 2) and members of the human BMP (Bone morphogenetic proteins) gene family including BMP3 and BMP15\; exhibits signaling receptor binding activity\; is involved in several processes, including axon guidance, backward locomotion, and inductive cell migration\; is expressed in several tissues, including the epithelial system, the head, the muscular system, the nervous system, and the reproductive system."
"215","WBGene00006861","C24H10.5","Signaling","Signaling: calcium","Signaling: calcium: calmodulin","cal-5 is an ortholog of human CALML6 (calmodulin like 6)\; is predicted to have calcium ion binding activity."
"216","WBGene00006890","K07E3.8","Transmembrane transport","Transmembrane transport: unassigned","Transmembrane transport: unassigned","vem-1 is an ortholog of human PGRMC1 (progesterone receptor membrane component 1) and PGRMC2 (progesterone receptor membrane component 2)\; is involved in innate immune response\; localizes to the axon\; is expressed in the cephalic sensillum, the head, and the nervous system."
"217","WBGene00006914","F35H10.4","Lysosome","Lysosome: Vacuolar ATPase","Lysosome: Vacuolar ATPase","vha-5 is an ortholog of human ATP6V0A1 (ATPase H+ transporting V0 subunit a1), ATP6V0A2 (ATPase H+ transporting V0 subunit a2), and TCIRG1 (T cell immune regulator 1, ATPase H+ transporting V0 subunit a3)\; is predicted to have proton transmembrane transporter activity\; is involved in several processes, including collagen and cuticulin-based cuticle development, exosomal secretion, and multicellular organismal water homeostasis\; localizes to several cellular components, including the cytoplasmic part, cytoplasmic part, and plasma membrane part\; is expressed in several tissues, including the alimentary system, the epithelial system, the excretory cell, and the reproductive system\; human orthologs of this gene are implicated in autosomal recessive cutis laxa type IIA, autosomal recessive osteopetrosis 1, and renal tubular acidosis."
"218","WBGene00006947","ZK1290.12","Development","Development: somatic","Development: somatic","wrt-1 is predicted to have peptidase activity\; is expressed in the hyp10, the hyp6, the hyp7 syncytium, the hyp8, and the hyp9."
"219","WBGene00006948","F52E4.6","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","wrt-2 is expressed in the hypodermis."
"220","WBGene00006956","ZK1290.8","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","wrt-10 is expressed in the alimentary system, the epithelial system, and the excretory system."
"221","WBGene00007053","T04D1.4","DNA","DNA: helicase","DNA: helicase","chd-7 is an ortholog of human CHD6 (chromodomain helicase DNA binding protein 6), CHD7 (chromodomain helicase DNA binding protein 7), and CHD8\; is predicted to have ATP binding activity and helicase activity\; human orthologs of this gene are implicated in CHARGE syndrome, esophageal atresia\/tracheoesophageal fistula, and hypogonadotropic hypogonadism 5 with or without anosmia."
"222","WBGene00007071","AC3.5","Proteolysis general","Proteolysis general: unassigned","Proteolysis general: unassigned","AC3.5 is an ortholog of human NPEPPS (aminopeptidase puromycin sensitive)\; is predicted to have metallopeptidase activity and zinc ion binding activity."
"223","WBGene00007073","AC3.8","Stress response","Stress response: detoxification","Stress response: detoxification: ugt","ugt-2 is an ortholog of human UGT3A1 (UDP glycosyltransferase family 3 member A1) and UGT3A2 (UDP glycosyltransferase family 3 member A2)\; is predicted to have transferase activity, transferring hexosyl groups."
"224","WBGene00007142","B0334.1","Unassigned","Unassigned","Unassigned: TransThyretin-Related family domain","ttr-18 is enriched in the PLM, the cephalic sheath cell, the coelomocyte, the hypodermis, and the intestine based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray, proteomic, and RNA-seq studies\; is affected by nine chemicals including Rotenone, D-glucose, and nicotine based on RNA-seq, proteomic, and microarray studies\; is predicted to encode a protein with the following domains: Transthyretin-like and Transthyretin-like superfamily."
"225","WBGene00007219","C01A2.7","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neuropeptide","nlp-38 is enriched in the male, the nervous system, and the sensillum based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, clk-1, and pgl-1 based on microarray and RNA-seq studies\; is affected by four chemicals including D-glucose, Zidovudine, and Atrazine based on RNA-seq and microarray studies."
"226","WBGene00007228","C01G6.7","Metabolism","Metabolism: lipid","Metabolism: lipid: fatty acid","acs-7 is predicted to have catalytic activity\; is expressed in the intestinal cell."
"227","WBGene00007233","C01G10.6","Unassigned","Unassigned","Unassigned","C01G10.6 is affected by several genes including daf-16, skn-1, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by five chemicals including Sodium Chloride, resveratrol, and Quercetin based on RNA-seq and microarray studies."
"228","WBGene00007240","C01G10.15","Unassigned","Unassigned","Unassigned","C01G10.15 is enriched in the pharynx based on RNA-seq studies\; is affected by several genes including skn-1, daf-12, and dpy-7 based on microarray, tiling array, and RNA-seq studies\; is affected by Sodium Chloride based on RNA-seq studies."
"229","WBGene00007317","C05A9.2","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C05A9.2 is enriched in the cephalic sheath cell, the hypodermis, and the nervous system based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and hsf-1 based on microarray and RNA-seq studies\; is affected by eight chemicals including 1-methylnicotinamide, methylmercuric chloride, and Zidovudine based on RNA-seq and microarray studies."
"230","WBGene00007321","C05B5.4","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C05B5.4 is enriched in the AVE based on tiling array studies\; is affected by several genes including daf-12, sir-2.1, and dcr-1 based on microarray, tiling array, and RNA-seq studies\; is affected by six chemicals including Alovudine, Zidovudine, and Chlorpyrifos based on RNA-seq and microarray studies."
"231","WBGene00007367","C06B8.1","Transcription factor","Transcription factor: NHR","Transcription factor: NHR","nhr-150 is predicted to have DNA-binding activity transcription factor activity, sequence-specific DNA binding activity, and zinc ion binding activity\; is expressed in the seam cell."
"232","WBGene00007375","C06C3.4","Unassigned","Unassigned","Unassigned","C06C3.4 is expressed in the hypodermis."
"233","WBGene00007407","C07B5.2","Unassigned","Unassigned","Unassigned","C07B5.2 is enriched in the hypodermis and the intestine based on tiling array and microarray studies\; is affected by several genes including daf-12, clk-1, and bar-1 based on tiling array, microarray, and RNA-seq studies\; is affected by Tunicamycin, multi-walled carbon nanotube, and Chlorpyrifos based on microarray and RNA-seq studies."
"234","WBGene00007439","C08E8.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C08E8.3 is enriched in the hypodermis and the muscle cell based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-12, and clk-1 based on microarray and RNA-seq studies\; is affected by six chemicals including multi-walled carbon nanotube, bisphenol A, and procyanidin based on RNA-seq and microarray studies."
"235","WBGene00007440","C08E8.4","Metabolism","Metabolism: short chain dehydrogenase","Metabolism: short chain dehydrogenase","C08E8.4 is involved in innate immune response."
"236","WBGene00007479","C09F9.2","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C09F9.2 is enriched in the OLL, the PVD, and the hypodermis based on microarray, tiling array, and proteomic studies\; is affected by several genes including daf-2, clk-1, and sir-2.1 based on RNA-seq and microarray studies\; is affected by thirteen chemicals including methylmercury hydroxide, 1-methylnicotinamide, and Rotenone based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: SEA domain, EGF-like domain, Trypsin Inhibitor-like, cysteine rich domain, DOMON domain, EGF-like domain, extracellular, Serine protease inhibitor-like superfamily, and SEA domain superfamily."
"237","WBGene00007481","C09F9.4","Pseudogene","Pseudogene","Pseudogene","C09F9.4 is affected by several genes including daf-16, dpy-7, and pgl-1 based on microarray and RNA-seq studies\; is affected by methylmercury hydroxide, dafa#1, and Sirolimus based on RNA-seq and microarray studies."
"238","WBGene00007482","C09F12.2","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C09F12.2 is enriched in the intestine based on microarray studies\; is affected by several genes including daf-16, let-60, and npr-1 based on tiling array, microarray, and RNA-seq studies\; is affected by seven chemicals including 1-methylnicotinamide, methylmercuric chloride, and Rotenone based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Nucleotide-diphospho-sugar transferases."
"239","WBGene00007517","C11E4.2","Metabolism","Metabolism: glutathione","Metabolism: glutathione","gpx-3 is an ortholog of human GPX3 (glutathione peroxidase 3) and GPX6 (glutathione peroxidase 6)\; is predicted to have glutathione peroxidase activity."
"240","WBGene00007530","C11H1.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C11H1.5 is an ortholog of human SPON2\; is predicted to encode a protein with the following domains: Thrombospondin type-1 (TSP1) repeat and Thrombospondin type-1 (TSP1) repeat superfamily."
"241","WBGene00007533","C12C8.2","Metabolism","Metabolism: 1CC","Metabolism: 1CC: transsulfuration","cbl-1 is predicted to have lyase activity and pyridoxal phosphate binding activity."
"242","WBGene00007560","C14A4.9","Unassigned","Unassigned","Unassigned","C14A4.9 is enriched in the germline precursor cell, the hypodermis, and the intestine based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, age-1, and skn-1 based on microarray, proteomic, and RNA-seq studies\; is affected by seventeen chemicals including methylmercury hydroxide, 1-methylnicotinamide, and methylmercuric chloride based on RNA-seq and microarray studies."
"243","WBGene00007736","C25G4.10","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","igdb-2 is expressed in the amphid sheath cell, the amphid socket cell, and the hypodermis\; is predicted to encode a protein with the following domains: Domain of unknown function DB and Immunoglobulin-like domain superfamily."
"244","WBGene00007804","C29F3.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C29F3.3 is enriched in the excretory cell and the hypodermis based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by eight chemicals including Ethanol, manganese chloride, and D-glucose based on RNA-seq and microarray studies."
"245","WBGene00007840","C31C9.6","Cytoskeleton","Cytoskeleton: actin function","Cytoskeleton: actin function: binding","C31C9.6 is an ortholog of human WAS (Wiskott-Aldrich syndrome) and WASL (Wiskott-Aldrich syndrome like)\; human WAS exhibits SH3 domain binding activity, enzyme binding activity, and identical protein binding activity."
"246","WBGene00007885","C33A12.6","Stress response","Stress response: detoxification","Stress response: detoxification: ugt","ugt-21 is an ortholog of human UGT3A1 (UDP glycosyltransferase family 3 member A1) and UGT3A2 (UDP glycosyltransferase family 3 member A2)\; is predicted to have glucuronosyltransferase activity."
"247","WBGene00007891","C33B4.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C33B4.2 is enriched in the germline precursor cell based on tiling array studies\; is affected by several genes including daf-16, daf-12, and pmk-1 based on microarray and RNA-seq studies\; is affected by seven chemicals including methylmercury hydroxide, manganese chloride, and D-glucose based on RNA-seq and microarray studies."
"248","WBGene00007898","C33D9.3","Unassigned","Unassigned","Unassigned","C33D9.3 is enriched in the intestine, the muscle cell, and the nervous system based on RNA-seq and microarray studies\; is affected by several genes including daf-2, glp-1, and daf-12 based on microarray, RNA-seq, and tiling array studies\; is affected by four chemicals including Diazinon, Quercetin, and Hydrolyzable Tannins based on microarray studies."
"249","WBGene00007900","C33D9.6","Unassigned","Unassigned","Unassigned","C33D9.6 is expressed in the hypodermis, the muscle cell, and ventral cord neurons."
"250","WBGene00007911","C34B7.1","Protein modification","Protein modification: acetyltransferase","Protein modification: acetyltransferase","C34B7.1 is enriched in dopaminergic neurons, the Z1, the Z4, the arcade cell, and the pharyngeal-intestinal valve cell based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by four chemicals including Humic Substances, Colistin, and dafa#1 based on microarray studies."
"251","WBGene00007938","C34F6.1","Proteolysis general","Proteolysis general: inhibitor","Proteolysis general: inhibitor: serine","C34F6.1 is predicted to have serine-type endopeptidase inhibitor activity."
"252","WBGene00007943","C34F6.9","Unassigned","Unassigned","Unassigned","C34F6.9 is expressed in the gonadal primordium, the head, and the intestine\; is predicted to encode a protein with the following domain: Papain-like cysteine peptidase superfamily."
"253","WBGene00007988","C37A5.1","Transmembrane transport","Transmembrane transport: chloride channel","Transmembrane transport: chloride channel","best-8 is an ortholog of human BEST2 (bestrophin 2) and BEST4 (bestrophin 4)\; is predicted to have chloride channel activity\; human orthologs of this gene are implicated in bestrophinopathy, retinitis pigmentosa 50, and vitelliform macular dystrophy."
"254","WBGene00007992","C37A5.8","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","fipr-24 is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by twelve chemicals including methylmercuric chloride, Rotenone, and 4-bromodiphenyl ether based on microarray and RNA-seq studies."
"255","WBGene00007994","C37E2.2","Unassigned","Unassigned","Unassigned: membrane spanning domain","C37E2.2 is an ortholog of human ADTRP\; human ADTRP exhibits hydrolase activity."
